Series Name	"Series Code"	"Country Name"	"Country Code"	"2016 [YR2016]"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"IDA only"	"IDX"	"0.379888947610074"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"IDA total"	"IDA"	"0.551236124176212"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Late-demographic dividend"	"LTE"	"6.49176664353093"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Latin America & Caribbean"	"LCN"	"2.92261208485314"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Latin America & Caribbean (excluding high income)"	"LAC"	"2.77804423397901"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Latin America & the Caribbean (IDA & IBRD countries)"	"TLA"	"2.90151534190276"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Least developed countries: UN classification"	"LDC"	"0.34196901545358"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Low & middle income"	"LMY"	"3.40397149687068"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Low income"	"LIC"	"0.27182964065019"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Lower middle income"	"LMC"	"1.51545239771767"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Middle East & North Africa"	"MEA"	"6.0164923296121"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Middle East & North Africa (excluding high income)"	"MNA"	"3.98435024202092"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Middle East & North Africa (IDA & IBRD countries)"	"TMN"	"4.0230639650764"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Middle income"	"MIC"	"3.74970722754443"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"North America"	"NAC"	"15.4596806655038"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Not classified"	"INX"	"#N/A"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"OECD members"	"OED"	"8.98073254459767"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Other small states"	"OSS"	"7.0417311981477"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Pacific island small states"	"PSS"	"1.41103007276703"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Post-demographic dividend"	"PST"	"9.93883014349286"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Pre-demographic dividend"	"PRE"	"0.580670838985986"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Small states"	"SST"	"6.96956346996498"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"South Asia"	"SAS"	"1.54525960636102"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"South Asia (IDA & IBRD)"	"TSA"	"1.54525960636102"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Sub-Saharan Africa"	"SSF"	"0.834312943260617"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Sub-Saharan Africa (excluding high income)"	"SSA"	"0.830603048059689"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Sub-Saharan Africa (IDA & IBRD countries)"	"TSS"	"0.834312943260617"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"Upper middle income"	"UMC"	"5.97979214768351"
CO2 emissions (metric tons per capita)	"EN.ATM.CO2E.PC"	"World"	"WLD"	"4.55523945456103"
	""	""	""	""
	""	""	""	""
	""	""	""	""
Data from database: World Development Indicators	""	""	""	""
Last Updated: 02/17/2021	""	""	""	""
